pipe_id,pipe_age_yrs,diameter_mm,material,soil_type,burial_depth_m,num_prior_repairs,avg_pressure_bar,pressure_variance,avg_flow_lps,flow_variance,pressure_drop_pct,soil_temp_c,elevation_m,zone,failure
P05775,46,100,ductile_iron,clay,1.86,1,2.58,,63.36,3.131,2.04,9.5,311.4,Zone_A,0
P05776,8,100,steel,sandy,0.87,0,4.64,0.859,54.27,4.849,0.74,7.7,77.7,Zone_A,0
P05777,51,300,steel,loam,2.5,0,2.57,0.175,90.3,0.331,10.77,13.9,165.4,Zone_E,0
P05778,46,400,cast_iron,clay,0.56,1,6.9,0.288,61.59,2.162,9.09,17.0,149.7,Zone_E,0
P05779,42,100,PVC,clay,0.88,0,6.96,0.096,96.73,0.309,5.23,11.7,443.2,Zone_E,0
P05780,17,50,ductile_iron,loam,2.6,2,5.07,0.425,57.09,1.68,8.82,21.3,290.3,Zone_E,0
P05781,9,100,ductile_iron,loam,2.08,1,5.43,0.673,9.8,0.403,8.19,20.8,356.8,Zone_A,0
P05782,6,200,concrete,rocky,1.35,2,2.8,0.433,103.81,1.428,11.04,6.3,211.5,Zone_A,0
P05783,43,100,ductile_iron,sandy,1.04,1,3.66,1.215,89.37,1.381,8.69,26.0,201.9,Zone_D,0
P05784,25,50,ductile_iron,sandy,2.43,0,2.73,0.981,24.79,0.709,9.89,31.5,162.8,Zone_C,0
P05785,39,50,cast_iron,loam,1.12,2,3.29,0.276,44.27,0.111,8.21,16.0,132.5,Zone_B,0
P05786,49,150,concrete,loam,3.45,2,4.37,0.425,12.43,3.105,2.38,11.1,482.4,Zone_A,0
P05787,28,300,PVC,loam,3.11,0,6.09,0.521,60.3,1.29,12.85,17.6,223.0,Zone_B,0
P05788,33,100,PVC,sandy,0.9,1,6.37,0.824,57.54,2.272,6.02,17.8,178.3,Zone_A,0
P05789,54,150,PVC,sandy,3.08,5,4.67,0.039,25.81,4.131,3.1,21.9,186.0,Zone_A,0
P05790,37,100,ductile_iron,loam,1.54,2,3.76,0.824,,0.59,14.5,,187.9,Zone_E,0
P05791,9,150,steel,sandy,1.97,2,6.86,0.034,33.16,1.729,9.79,22.8,97.3,Zone_C,0
P05792,18,200,cast_iron,clay,0.93,1,4.63,,86.56,3.427,13.81,16.6,110.1,Zone_C,0
P05793,56,100,PVC,clay,0.86,0,5.36,0.313,42.64,5.403,3.68,9.1,336.3,Zone_A,0
P05794,59,100,PVC,rocky,3.1,0,3.6,0.135,71.7,0.142,9.74,26.3,17.0,Zone_E,0
P05795,21,200,cast_iron,rocky,2.39,3,2.4,0.614,32.57,0.324,6.49,26.5,367.9,Zone_D,0
P05796,2,50,cast_iron,sandy,1.88,2,2.99,1.022,,0.26,,16.0,94.5,Zone_C,0
P05797,58,150,PVC,sandy,0.61,1,6.28,0.882,84.84,0.226,7.12,16.5,395.8,Zone_D,0
P05798,43,150,ductile_iron,clay,3.27,2,3.66,0.108,118.63,5.093,5.17,30.3,178.3,Zone_C,0
P05799,59,100,ductile_iron,clay,1.63,1,,0.463,104.83,2.043,1.31,25.9,76.7,Zone_D,0
P05800,38,200,cast_iron,sandy,1.75,1,5.85,,20.51,4.176,11.25,30.0,382.7,Zone_E,0
P05801,58,200,steel,clay,1.37,3,4.87,0.027,86.23,1.125,8.24,13.8,233.8,Zone_A,0
P05802,40,150,steel,loam,3.17,0,2.14,0.199,37.82,4.458,0.5,14.3,95.6,Zone_E,0
P05803,36,50,steel,sandy,1.53,3,7.94,0.055,73.39,2.024,3.65,10.2,308.9,Zone_E,0
P05804,50,150,PVC,rocky,1.02,2,4.29,0.27,79.46,3.195,,26.2,305.7,Zone_A,0
P05805,43,150,PVC,loam,2.0,2,5.93,0.65,91.61,1.725,10.8,22.1,316.4,Zone_A,0
P05806,37,150,cast_iron,clay,2.84,0,15.979900456231885,0.818,63.47,0.71,13.86,15.5,146.1,Zone_B,1
P05807,15,200,cast_iron,clay,1.61,2,5.81,0.72,47.96,1.665,8.37,18.4,11.8,Zone_E,0
P05808,28,50,steel,rocky,2.46,1,3.87,0.159,113.7,2.594,12.43,13.8,379.4,Zone_D,0
P05809,18,150,steel,rocky,1.41,2,4.93,0.08,43.55,2.207,7.64,16.1,16.7,Zone_C,0
P05810,34,150,steel,sandy,2.66,1,2.62,1.03,38.71,1.254,7.29,10.2,160.0,Zone_A,0
P05811,22,100,PVC,clay,2.51,1,3.02,0.678,41.02,0.043,2.98,14.2,163.3,Zone_A,0
P05812,11,200,steel,rocky,2.54,1,3.87,0.704,99.81,1.731,11.82,4.6,123.4,Zone_E,0
P05813,58,100,concrete,clay,2.44,1,2.51,0.158,78.0,5.197,7.67,12.3,189.4,Zone_A,0
P05814,57,100,ductile_iron,clay,0.97,2,2.68,0.424,26.19,5.194,2.76,32.0,386.0,Zone_C,0
P05815,13,400,cast_iron,rocky,3.16,1,7.04,1.141,27.44,3.939,6.63,11.0,389.9,Zone_C,0
P05816,4,100,PVC,rocky,2.26,0,3.5,0.898,17.86,1.932,7.07,21.8,72.2,Zone_E,0
P05817,22,100,cast_iron,loam,1.65,1,3.94,0.156,53.25,1.424,0.54,13.7,402.7,Zone_C,0
P05818,7,150,steel,clay,1.02,3,3.04,1.506,59.81,0.047,11.04,17.6,72.3,Zone_C,0
P05819,43,400,ductile_iron,sandy,2.85,4,4.43,0.238,45.33,0.863,0.3,2.8,400.5,Zone_D,0
P05820,54,400,PVC,loam,2.03,1,6.19,0.425,50.21,3.843,8.35,23.0,168.0,Zone_C,0
P05821,24,150,PVC,loam,0.94,2,7.67,0.657,75.19,0.345,9.68,11.5,38.9,Zone_E,0
P05822,4,50,PVC,sandy,3.26,0,5.23,0.144,67.93,3.292,0.66,21.1,470.1,Zone_A,0
P05823,28,300,cast_iron,rocky,0.82,1,3.8,0.25,55.46,0.633,4.87,,340.2,Zone_E,0
P05824,15,150,concrete,clay,2.07,1,5.06,1.325,62.08,1.585,11.55,11.3,225.4,Zone_C,0
P05825,1,150,cast_iron,clay,2.33,3,2.77,0.039,96.15,0.691,2.16,22.6,73.3,Zone_E,0
P05826,55,200,steel,sandy,3.5,2,6.06,0.01,64.35,0.64,7.41,,38.0,Zone_B,0
P05827,3,150,steel,loam,0.92,1,3.97,1.672,115.14,4.119,1.71,21.0,368.1,Zone_A,0
P05828,14,50,cast_iron,loam,2.34,2,7.67,1.041,68.54,2.35,14.4,13.0,471.2,Zone_C,0
P05829,38,200,concrete,loam,1.93,0,5.95,0.806,42.62,0.485,3.47,15.7,443.2,Zone_D,0
P05830,50,150,PVC,clay,1.27,3,4.86,0.203,113.51,1.299,6.6,,247.4,Zone_C,0
P05831,57,100,PVC,rocky,3.33,3,3.38,0.236,16.28,1.437,6.34,17.6,155.1,Zone_B,0
P05832,1,100,PVC,clay,2.87,3,2.55,1.138,105.43,2.615,8.99,11.5,79.8,Zone_E,0
P05833,38,150,PVC,clay,2.83,0,3.13,1.845,19.05,2.28,4.92,11.8,168.7,Zone_C,0
P05834,38,100,cast_iron,loam,3.2,1,5.42,0.032,78.86,2.241,7.2,22.2,408.5,Zone_D,0
P05835,21,100,steel,clay,2.68,2,5.12,0.316,107.19,0.958,13.83,9.7,364.8,Zone_C,0
P05836,48,150,PVC,sandy,2.02,1,2.06,0.256,17.22,0.526,0.87,25.0,469.8,Zone_A,0
P05837,29,300,cast_iron,sandy,1.67,1,6.46,0.668,119.95,1.397,0.22,12.0,103.9,Zone_C,0
P05838,5,150,PVC,clay,2.61,4,2.24,0.34,60.42,2.813,14.96,12.9,91.1,Zone_D,0
P05839,49,200,PVC,clay,2.31,2,2.47,0.041,61.4,4.565,7.01,22.8,299.2,Zone_E,0
P05840,10,200,PVC,sandy,2.13,1,,0.092,44.43,2.645,4.98,17.5,352.8,Zone_E,0
P05841,28,200,cast_iron,sandy,2.27,0,17.633425418206215,0.184,50.43,1.006,3.24,27.8,184.2,Zone_A,0
P05842,21,100,ductile_iron,sandy,2.47,0,,0.774,57.35,6.303,10.2,15.5,317.7,Zone_E,0
P05843,50,300,cast_iron,loam,3.41,0,5.98,0.743,25.61,4.029,9.39,28.7,386.5,Zone_C,0
P05844,7,150,PVC,clay,2.76,1,2.11,0.738,60.91,4.705,3.93,12.4,359.4,Zone_E,0
P05845,3,50,concrete,loam,1.03,0,3.67,0.75,73.64,0.667,3.65,20.5,113.9,Zone_E,0
P05846,45,100,cast_iron,loam,1.9,1,6.56,,7.94,8.14,12.49,16.5,294.4,Zone_D,0
P05847,47,200,ductile_iron,rocky,2.53,1,4.85,0.477,90.66,0.629,11.09,18.3,278.6,Zone_E,0
P05848,20,50,steel,rocky,1.03,3,7.13,0.078,69.54,0.357,11.46,19.0,308.0,Zone_C,0
P05849,19,100,cast_iron,clay,3.3,0,2.86,0.127,17.61,0.477,6.84,15.9,228.7,Zone_D,0
P05850,35,200,cast_iron,clay,0.73,2,7.18,0.195,101.91,2.094,,18.6,290.8,Zone_B,0
P05851,4,300,PVC,loam,2.33,1,4.92,0.36,62.13,1.024,7.47,19.2,208.2,Zone_E,0
P05852,5,150,steel,loam,3.43,1,,0.102,,0.35,8.91,11.5,425.5,Zone_E,0
P05853,1,100,steel,clay,2.68,2,2.28,1.038,49.06,2.754,10.84,15.2,136.7,Zone_D,0
P05854,4,50,steel,sandy,2.53,2,2.01,0.486,95.25,0.301,6.89,22.0,56.1,Zone_C,0
P05855,12,150,ductile_iron,loam,3.49,1,5.82,0.385,14.31,0.151,10.43,9.0,103.3,Zone_B,0
P05856,27,50,steel,loam,2.88,2,3.33,0.008,86.13,3.894,7.81,24.2,348.0,Zone_B,0
P05857,56,150,cast_iron,loam,3.41,1,2.88,0.413,,1.561,2.42,15.0,159.2,Zone_E,0
P05858,42,100,ductile_iron,clay,2.6,1,5.61,1.237,53.69,2.032,1.14,17.9,137.1,Zone_D,0
P05859,23,300,ductile_iron,clay,2.5,3,4.45,0.127,114.41,13.55,8.41,23.5,140.3,Zone_E,0
P05860,25,150,cast_iron,sandy,2.79,0,4.7,0.125,68.33,6.248,6.95,15.1,44.2,Zone_A,0
P05861,21,100,ductile_iron,clay,1.07,2,2.8,1.231,,1.073,5.71,,476.6,Zone_E,0
P05862,58,300,PVC,rocky,2.92,3,,0.894,92.76,1.36,8.55,11.2,179.1,Zone_A,0
P05863,52,100,PVC,clay,3.41,2,2.59,0.571,76.91,0.123,10.51,30.2,325.8,Zone_A,1
P05864,24,100,ductile_iron,clay,2.33,1,4.01,0.661,101.93,1.34,3.47,26.6,366.2,Zone_D,0
P05865,25,200,PVC,clay,0.54,0,3.85,0.031,31.33,0.658,8.18,20.0,194.5,Zone_A,0
P05866,45,100,PVC,loam,0.72,1,6.67,0.716,95.36,2.829,3.29,20.5,438.3,Zone_B,0
P05867,55,150,ductile_iron,sandy,1.2,0,7.92,0.682,12.31,0.9,9.6,17.5,359.5,Zone_B,0
P05868,46,100,ductile_iron,loam,1.97,3,8.0,0.026,83.57,0.028,8.34,17.6,39.2,Zone_C,0
P05869,32,100,ductile_iron,rocky,1.74,0,4.32,0.78,,2.485,10.5,13.2,411.9,Zone_D,0
P05870,55,50,cast_iron,sandy,3.44,2,6.76,0.512,84.05,0.459,12.53,21.2,117.9,Zone_A,1
P05871,32,200,steel,clay,3.34,0,3.67,0.424,42.91,0.643,4.9,12.0,204.4,Zone_E,0
P05872,5,150,cast_iron,loam,1.68,1,2.86,0.361,63.25,0.163,13.39,19.9,495.1,Zone_D,0
P05873,36,100,cast_iron,rocky,2.88,2,5.84,0.36,119.17,3.028,1.15,21.9,137.5,Zone_A,0
P05874,46,100,cast_iron,clay,2.41,2,4.86,0.134,60.07,0.564,9.53,19.8,466.9,Zone_A,0
P05875,42,300,steel,clay,1.23,2,5.56,0.002,95.6,2.878,4.59,13.5,390.6,Zone_B,0
P05876,49,400,cast_iron,loam,3.29,3,4.2,1.607,25.97,0.049,11.21,23.9,365.2,Zone_D,1
P05877,42,150,PVC,sandy,1.28,2,3.81,0.309,101.7,2.07,0.12,,495.6,Zone_A,0
P05878,58,200,cast_iron,sandy,3.11,1,7.57,0.022,25.28,0.257,12.46,20.2,449.0,Zone_C,0
P05879,39,200,steel,rocky,2.41,4,7.3,0.201,119.27,1.096,12.49,5.8,426.8,Zone_D,0
P05880,16,100,concrete,clay,2.36,1,2.74,0.233,17.4,0.741,7.25,26.7,36.3,Zone_D,0
P05881,33,50,PVC,loam,3.02,4,5.91,1.024,48.89,3.032,13.94,15.0,195.9,Zone_A,0
P05882,49,100,steel,clay,1.98,0,4.15,0.209,85.77,3.151,6.25,15.1,174.8,Zone_D,0
P05883,21,200,PVC,clay,3.06,3,5.41,1.057,90.69,3.819,13.57,15.4,43.6,Zone_B,0
P05884,9,200,steel,loam,2.15,0,3.24,0.292,40.23,0.032,0.01,20.4,66.7,Zone_B,0
P05885,6,200,steel,clay,3.45,0,6.34,0.091,73.78,3.791,6.11,,345.5,Zone_E,0
P05886,51,100,cast_iron,loam,2.48,1,3.86,0.168,14.78,0.554,0.88,3.4,406.4,Zone_B,0
P05887,45,150,PVC,clay,1.62,1,6.13,0.941,9.12,3.605,2.86,,312.1,Zone_E,0
P05888,35,200,concrete,clay,2.79,1,2.86,0.087,20.81,3.62,6.58,23.7,392.5,Zone_E,0
P05889,39,300,ductile_iron,clay,2.03,0,14.506963334734682,0.477,50.64,0.505,10.23,,305.3,Zone_A,0
P05890,22,50,concrete,rocky,2.92,1,4.09,0.646,61.2,0.565,4.65,12.1,360.0,Zone_E,0
P05891,41,200,PVC,sandy,3.0,0,14.753470908118402,0.187,16.4,0.354,3.48,21.7,364.7,Zone_A,0
P05892,54,50,PVC,sandy,2.35,0,7.17,0.814,55.56,0.394,12.76,36.0,407.0,Zone_E,0
P05893,5,200,PVC,sandy,3.12,3,5.72,0.188,109.71,6.196,0.82,18.5,162.8,Zone_C,0
P05894,42,150,steel,loam,1.71,0,3.85,0.159,73.34,0.971,12.68,13.7,397.2,Zone_E,0
P05895,23,100,ductile_iron,clay,0.67,1,2.98,0.039,40.42,0.081,0.4,15.4,255.2,Zone_D,0
P05896,17,200,cast_iron,rocky,2.49,1,6.46,0.44,,0.799,0.14,9.6,481.3,Zone_A,0
P05897,12,50,PVC,rocky,2.79,2,3.22,0.38,63.93,0.1,14.04,23.2,90.6,Zone_B,0
P05898,23,200,concrete,sandy,0.72,2,4.47,0.543,32.6,7.982,5.11,6.5,493.6,Zone_C,0
P05899,16,100,PVC,sandy,2.81,2,5.18,0.316,113.4,2.188,2.47,19.3,54.9,Zone_C,0
P05900,3,200,cast_iron,rocky,2.42,2,2.56,0.115,42.66,1.436,2.78,4.5,303.1,Zone_B,0
P05901,30,300,cast_iron,sandy,0.85,1,6.68,0.055,10.19,0.239,9.7,19.8,344.3,Zone_E,0
P05902,57,100,concrete,rocky,2.12,3,7.65,0.346,95.11,0.62,12.4,20.4,451.1,Zone_E,0
P05903,22,150,cast_iron,clay,0.83,0,2.88,0.385,96.01,2.946,6.75,19.4,382.3,Zone_A,0
P05904,9,150,PVC,sandy,1.46,1,7.21,1.346,107.37,4.644,3.38,20.0,56.8,Zone_B,0
P05905,29,100,cast_iron,rocky,2.91,1,4.91,0.341,99.21,3.435,4.69,28.1,312.3,Zone_C,0
P05906,47,150,ductile_iron,clay,0.8,0,2.81,1.349,39.16,2.209,2.99,8.5,353.7,Zone_A,0
P05907,37,200,ductile_iron,clay,1.88,0,5.65,0.504,92.63,1.565,2.86,25.0,109.7,Zone_E,0
P05908,23,300,cast_iron,loam,2.32,2,7.58,0.081,103.7,1.25,8.38,27.8,332.2,Zone_B,0
P05909,13,300,steel,rocky,3.32,0,7.74,0.045,102.23,0.342,7.9,26.2,54.8,Zone_A,0
P05910,32,150,ductile_iron,clay,2.71,1,6.32,1.63,57.28,0.252,10.12,26.4,79.3,Zone_E,0
P05911,46,200,ductile_iron,rocky,0.92,0,4.96,0.114,85.8,3.295,2.63,25.0,187.3,Zone_D,0
P05912,52,200,PVC,loam,3.41,2,3.12,0.214,111.9,3.117,0.61,24.7,106.1,Zone_A,0
P05913,47,150,concrete,rocky,1.93,0,5.6,0.018,76.94,0.036,8.51,8.8,11.7,Zone_E,0
P05914,48,100,PVC,loam,1.61,0,5.68,0.161,41.98,1.468,13.19,21.4,314.3,Zone_E,0
P05915,23,150,cast_iron,loam,0.89,1,2.67,1.567,14.29,0.329,10.68,0.6,236.8,Zone_C,0
P05916,45,200,cast_iron,rocky,3.3,0,3.52,0.048,17.86,2.913,3.31,28.6,119.3,Zone_D,0
P05917,17,150,PVC,clay,2.26,3,3.84,1.145,60.25,0.406,6.36,22.2,114.0,Zone_A,0
P05918,55,200,steel,rocky,3.46,3,7.16,0.034,74.56,1.437,3.23,20.4,300.6,Zone_B,0
P05919,40,100,ductile_iron,clay,1.02,0,5.5,0.526,25.6,2.236,2.54,16.0,62.7,Zone_A,0
P05920,21,400,cast_iron,clay,2.14,1,3.46,0.342,,0.99,13.15,20.8,131.7,Zone_C,0
P05921,2,150,PVC,loam,0.83,0,3.86,0.656,,2.225,2.29,24.5,30.1,Zone_B,0
P05922,37,200,PVC,clay,2.07,0,2.88,0.752,41.61,4.909,10.45,17.6,385.4,Zone_C,0
P05923,6,50,PVC,loam,3.17,2,2.27,0.566,71.59,2.544,5.27,27.7,488.3,Zone_B,0
P05924,44,100,cast_iron,loam,0.83,1,5.06,0.109,83.85,0.779,3.88,22.6,140.2,Zone_B,0
P05925,18,200,cast_iron,clay,1.31,1,2.19,0.503,109.74,0.868,13.99,16.4,237.6,Zone_C,0
P05926,30,400,ductile_iron,clay,2.55,2,7.95,0.481,73.62,0.815,13.25,18.9,224.2,Zone_C,0
P05927,22,100,cast_iron,sandy,0.73,0,6.63,0.95,31.58,1.309,3.39,18.0,275.4,Zone_A,0
P05928,54,50,concrete,rocky,1.86,3,6.67,0.061,88.65,0.189,,2.4,193.8,Zone_C,0
P05929,33,150,cast_iron,rocky,1.5,2,6.53,0.462,107.72,0.041,10.58,20.1,74.8,Zone_E,0
P05930,30,50,PVC,clay,3.01,2,5.85,0.115,29.13,0.742,12.19,17.9,131.6,Zone_D,0
P05931,17,100,PVC,rocky,0.65,2,2.42,0.545,93.95,3.398,6.58,23.1,400.5,Zone_C,0
P05932,43,200,ductile_iron,clay,3.09,2,4.74,0.365,97.79,4.057,13.71,31.1,303.0,Zone_A,0
P05933,32,300,steel,sandy,2.61,2,3.67,0.105,40.23,2.757,,18.1,43.8,Zone_B,0
P05934,42,50,PVC,clay,1.39,1,3.79,,62.52,0.408,1.6,19.1,116.0,Zone_C,0
P05935,51,150,concrete,sandy,1.09,2,4.22,0.6,52.75,1.361,14.74,15.9,206.1,Zone_C,0
P05936,14,100,cast_iron,loam,3.35,2,3.92,0.852,33.8,1.417,13.95,10.1,326.6,Zone_D,0
P05937,58,100,cast_iron,sandy,2.16,3,5.97,0.231,64.28,0.426,11.6,25.4,394.6,Zone_B,1
P05938,10,100,cast_iron,rocky,1.53,2,2.04,0.487,,0.913,13.39,18.6,296.2,Zone_B,0
P05939,47,150,ductile_iron,loam,0.63,1,4.2,0.82,13.19,0.698,9.71,31.5,450.7,Zone_D,0
P05940,51,50,ductile_iron,clay,1.0,0,7.67,0.643,109.82,0.584,6.03,17.1,404.5,Zone_B,0
P05941,36,150,steel,loam,2.29,0,3.55,,11.36,1.042,5.62,3.1,243.5,Zone_E,0
P05942,34,100,ductile_iron,clay,2.04,1,5.73,0.408,56.31,0.766,4.59,20.0,367.2,Zone_A,0
P05943,9,100,concrete,loam,2.77,1,5.36,0.074,8.06,5.276,10.27,11.1,89.2,Zone_E,0
P05944,42,100,PVC,sandy,3.0,3,,1.467,88.13,1.988,4.45,21.4,180.4,Zone_E,0
P05945,28,300,PVC,clay,1.69,2,2.73,0.183,17.99,1.74,5.13,15.7,20.5,Zone_C,0
P05946,11,200,ductile_iron,sandy,0.8,0,,0.061,101.05,1.082,7.49,17.0,373.6,Zone_C,0
P05947,14,300,cast_iron,rocky,2.87,2,5.4,0.996,108.3,1.213,6.69,17.0,466.4,Zone_C,0
P05948,39,150,steel,loam,2.16,2,5.23,1.071,51.37,1.198,0.73,18.4,195.0,Zone_E,0
P05949,55,100,cast_iron,rocky,3.44,0,7.7,1.045,118.38,0.035,6.45,18.0,161.3,Zone_B,0
P05950,47,150,steel,sandy,2.89,4,,0.363,50.7,6.338,7.34,16.4,140.0,Zone_E,0
P05951,54,50,PVC,rocky,1.49,1,4.95,0.185,57.6,2.518,8.36,12.2,10.0,Zone_A,0
P05952,19,200,steel,sandy,1.79,2,6.24,0.835,53.24,1.585,13.04,22.0,160.5,Zone_C,0
P05953,54,100,PVC,loam,1.21,2,6.78,1.313,67.63,0.54,5.22,9.4,18.2,Zone_D,0
P05954,15,100,ductile_iron,sandy,2.04,1,2.01,0.005,110.76,0.009,10.51,29.7,284.9,Zone_A,0
P05955,28,150,PVC,clay,2.63,1,6.09,1.181,17.41,0.652,13.75,18.1,345.4,Zone_A,0
P05956,24,150,cast_iron,rocky,2.34,0,7.73,0.135,50.36,3.049,13.97,24.9,185.6,Zone_C,0
P05957,8,400,PVC,loam,1.53,2,6.38,0.792,46.02,7.097,14.08,20.0,207.4,Zone_D,0
P05958,43,150,cast_iron,rocky,2.97,4,4.51,0.831,16.49,2.853,12.59,4.8,165.3,Zone_C,1
P05959,9,150,ductile_iron,clay,0.82,4,7.26,0.413,94.22,1.13,8.34,14.6,140.6,Zone_C,0
P05960,47,100,cast_iron,loam,0.93,0,7.27,0.288,20.93,3.762,10.6,9.5,168.7,Zone_D,0
P05961,33,400,concrete,clay,1.71,1,,0.127,,11.01,1.03,28.9,285.4,Zone_D,0
P05962,33,150,PVC,clay,2.61,1,6.0,,116.96,0.736,2.8,19.4,285.2,Zone_E,0
P05963,19,150,concrete,rocky,2.58,5,4.07,0.344,85.19,1.054,14.85,21.2,370.5,Zone_A,0
P05964,3,100,cast_iron,sandy,1.6,0,3.46,0.077,88.92,1.13,0.38,,75.4,Zone_E,0
P05965,10,200,PVC,rocky,2.59,2,5.78,,71.13,0.968,0.45,17.3,479.8,Zone_C,0
P05966,40,100,ductile_iron,sandy,0.68,3,2.05,0.016,24.7,2.064,3.58,29.6,266.3,Zone_B,0
P05967,47,150,ductile_iron,rocky,1.37,2,7.06,0.014,66.41,4.109,8.46,8.3,424.8,Zone_E,0
P05968,42,300,steel,loam,2.58,1,7.42,0.357,94.32,4.019,2.98,33.6,40.2,Zone_D,0
P05969,1,400,concrete,sandy,1.05,3,2.98,0.155,86.48,0.218,,16.8,186.9,Zone_B,0
P05970,29,150,cast_iron,sandy,1.14,0,5.44,0.325,78.81,0.06,2.19,4.3,367.0,Zone_B,0
P05971,50,200,concrete,rocky,0.76,4,3.07,0.408,14.46,1.145,6.94,13.2,57.6,Zone_E,0
P05972,34,50,PVC,rocky,1.59,1,4.97,0.186,79.47,0.31,7.94,14.4,92.3,Zone_C,0
P05973,51,200,concrete,sandy,2.97,1,5.83,1.056,12.73,0.145,3.77,14.6,291.7,Zone_B,0
P05974,13,150,PVC,loam,3.01,4,4.34,0.343,110.53,0.228,14.31,17.5,249.4,Zone_A,0
P05975,54,150,concrete,sandy,3.09,0,7.37,0.864,103.24,2.015,,16.1,204.2,Zone_E,0
P05976,1,300,steel,loam,0.61,1,7.35,1.117,7.69,0.863,7.05,11.7,90.8,Zone_D,0
P05977,34,200,cast_iron,rocky,3.48,0,5.18,1.1,29.59,1.996,2.49,20.7,15.6,Zone_A,0
P05978,29,100,ductile_iron,clay,2.01,4,5.48,0.034,70.46,0.095,13.37,29.3,12.9,Zone_D,0
P05979,48,200,cast_iron,loam,3.12,1,2.02,0.023,10.16,5.402,2.32,15.1,308.9,Zone_C,0
P05980,47,50,PVC,sandy,3.22,3,4.03,0.448,,6.82,10.25,16.7,220.1,Zone_D,0
P05981,13,200,steel,sandy,2.04,1,6.56,0.264,108.35,5.447,9.38,23.1,393.5,Zone_D,0
P05982,48,200,steel,rocky,0.65,1,7.96,,24.44,0.541,,17.0,176.4,Zone_C,0
P05983,49,50,PVC,sandy,2.29,1,7.67,1.536,110.86,3.933,4.77,19.2,10.0,Zone_B,0
P05984,53,200,ductile_iron,clay,1.5,2,2.57,0.035,85.85,0.983,3.72,16.9,259.1,Zone_C,0
P05985,29,150,cast_iron,loam,1.12,3,4.5,0.498,58.12,2.396,6.37,20.0,229.9,Zone_B,0
P05986,39,150,cast_iron,loam,1.05,0,,0.464,57.82,0.419,13.23,27.0,105.8,Zone_A,0
P05987,24,100,PVC,sandy,2.18,0,7.02,1.016,41.21,1.094,2.04,30.2,497.5,Zone_C,0
P05988,26,100,cast_iron,clay,0.81,1,6.38,0.188,72.36,4.5,14.21,14.6,65.7,Zone_E,0
P05989,17,200,cast_iron,clay,2.96,0,7.53,0.362,74.19,1.223,9.92,22.7,198.8,Zone_A,0
P05990,7,100,ductile_iron,clay,1.18,2,5.01,1.413,24.57,5.332,1.12,,269.1,Zone_D,0
P05991,13,150,cast_iron,loam,2.15,2,2.62,2.71,60.64,0.884,9.07,12.3,177.9,Zone_A,1
P05992,5,200,cast_iron,sandy,0.88,1,5.5,0.419,17.69,1.807,7.96,26.5,187.3,Zone_E,0
P05993,26,50,cast_iron,loam,3.08,3,7.2,0.117,93.9,1.166,9.44,17.9,450.8,Zone_D,0
P05994,49,150,concrete,clay,2.58,3,2.3,0.789,,0.277,7.42,15.3,210.0,Zone_B,0
P05995,3,150,cast_iron,clay,1.12,2,6.89,0.235,103.39,1.306,11.96,17.1,234.3,Zone_C,0
P05996,7,200,steel,clay,2.65,1,5.74,1.217,10.21,0.893,12.57,11.2,253.8,Zone_A,0
P05997,58,150,cast_iron,loam,0.75,1,2.79,0.794,81.62,0.438,8.38,,304.0,Zone_E,1
P05998,49,150,steel,clay,2.82,2,5.95,1.405,105.72,1.102,1.4,-0.3,194.1,Zone_E,0
P05999,39,100,PVC,rocky,1.97,0,2.37,0.121,43.56,0.666,7.52,19.0,466.2,Zone_E,0
P06000,53,200,steel,sandy,0.86,1,3.05,0.268,96.11,0.596,1.42,21.4,49.1,Zone_C,0
P06001,1,100,steel,sandy,2.15,3,2.35,0.144,5.66,3.916,0.34,24.2,128.1,Zone_A,0
P06002,49,400,PVC,sandy,1.1,3,5.51,1.411,81.51,2.912,6.46,22.1,480.5,Zone_D,0
P06003,17,150,concrete,sandy,2.52,2,3.73,0.663,32.68,2.259,14.55,,128.0,Zone_D,0
P06004,43,300,PVC,rocky,2.63,3,3.73,0.012,13.99,0.907,2.56,16.7,429.9,Zone_E,0
P06005,25,150,PVC,rocky,2.78,0,5.88,0.164,62.52,0.526,12.06,12.5,354.3,Zone_D,0
P06006,59,100,ductile_iron,clay,3.18,1,2.66,0.669,47.15,1.995,0.15,21.0,411.0,Zone_A,0
P06007,3,300,concrete,loam,2.46,1,5.8,0.572,73.61,0.654,1.38,14.0,338.1,Zone_D,0
P06008,15,50,steel,loam,1.98,1,6.19,0.019,103.46,2.772,12.57,,214.1,Zone_C,0
P06009,29,100,cast_iron,rocky,3.06,1,7.14,0.243,50.08,1.315,5.71,13.7,489.6,Zone_C,0
P06010,53,100,PVC,sandy,3.2,1,6.03,0.789,111.57,4.823,14.53,17.0,13.6,Zone_C,0
P06011,43,400,steel,clay,2.85,2,5.92,0.207,,4.55,0.93,11.0,279.2,Zone_D,0
P06012,32,150,steel,sandy,3.33,2,5.94,0.137,94.46,1.171,5.02,25.8,176.2,Zone_A,0
P06013,26,150,concrete,sandy,3.44,4,2.25,0.619,78.67,6.169,8.74,23.7,290.3,Zone_C,0
P06014,16,200,cast_iron,loam,1.25,2,4.65,0.529,64.25,2.162,10.29,19.0,468.9,Zone_E,0
